1.682134744	1.178618891	4.749225735	1.323835654	3.462199507
4.761603021	2.141695913	4.745274032	3.133913451	3.075775703
2.369268982	3.201965494	4.798324608	3.621902725	1.441302164
1.022844634	2.084247796	4.600370061	3.56221406	1.484703525
4.156707961	4.166855406	1.682009052	1.956967767	0.275145899
1.941654091	2.403278034	1.885763039	2.928978341	1.140786936
3.456064797	3.340818808	3.649617704	4.172526971	0.535458439
2.121392792	3.324728291	1.916991657	2.489636231	1.332643288
4.590487836	4.938063746	1.707740917	3.112580706	1.44719862
1.574217147	2.021727403	3.911820663	4.205105342	0.535052645
4.493978952	1.871146802	4.442452176	3.064579343	2.962732191
2.062945681	1.930756123	2.418930807	3.204202202	0.796319812
1.766165223	2.167778472	1.912319339	4.086907994	2.211363611
1.806848865	1.315555844	1.652642972	1.761841967	0.503282479
4.640690212	4.264705737	1.952676044	3.123002568	1.229238991
2.787529843	2.317196581	1.017589518	3.473909367	2.500943937
2.961004568	4.619299508	3.249572685	2.513654344	1.814254093
3.61531391	4.353631734	2.87667849	3.817462989	1.195904965
1.524921201	3.6798517	4.030686738	2.99869206	2.389296647
3.158354856	4.527164755	3.985187464	3.360419601	1.504651263
2.792544762	3.154608385	3.618353603	4.734119901	1.173040707
3.185396909	2.562457791	3.953674248	2.776266593	1.332044268
4.081326759	3.687106044	4.578175961	1.14479231	3.455941734
2.743252134	4.949282316	3.396112611	3.660403559	2.221805318
4.069494687	1.916982766	3.017878238	4.424471473	2.571344415
2.461756111	4.212099635	2.015236122	2.075226801	1.751371272
3.577648466	1.195357995	3.385368746	4.801228556	2.771275318
4.989581006	1.176034603	4.644928995	2.683451091	4.288418325
2.892936037	3.390517554	4.584226209	1.390929036	3.2318314
4.246671666	1.035671583	1.577610462	2.347331229	3.301967837
1.842686243	1.500153179	4.640165307	3.096161209	1.581542777
2.165660025	2.511760479	2.496983441	1.182316776	1.359460909
3.209889551	1.726852299	4.980178545	4.368023853	1.604410439
4.945040386	2.486634743	4.043332061	2.555601436	2.873517133
2.938200691	2.109826881	1.011187861	2.797502136	1.969040847
1.843916434	3.094779302	1.362931278	1.044992362	1.290636692
2.30255461	1.905336958	3.782319137	4.642369552	0.947348183
3.928762288	3.330411035	1.952676926	2.820049008	1.053735522
1.813180526	2.853261182	3.231868382	4.628914818	1.741696448
3.906569807	1.475448651	2.277278744	2.187661428	2.432772356
1.872391747	3.080083291	3.33568588	3.189961534	1.216451581
2.407250502	3.377354366	1.876873626	2.214683243	1.027237482
2.16573184	1.329936838	1.966358103	4.298914492	2.477775735
2.641253865	3.061796562	1.312000281	1.07917652	0.480690196
2.863284211	3.765881663	4.599345589	3.83112933	1.185258782
4.323710897	3.277977908	1.554182093	3.543336653	2.247285773
1.726702789	3.847999135	3.63127491	3.657790736	2.121462061
3.545963566	4.421598659	3.999641245	2.679348328	1.584269612
3.261265256	2.66220362	1.35226434	2.054087865	0.922730244
3.217854358	1.523245527	4.29655596	4.367884192	1.696109314
3.550575379	2.550612465	4.798571622	3.60454564	1.557441451
